기온(°C),계산된적설량(cm),day,time,day_time
-1.8672955974842764,0.02830188679245283,-7,0,-7일_0시
-2.1528301886792454,0.006289308176100628,-7,1,-7일_1시
-2.382075471698114,0.0,-7,2,-7일_2시
-2.5996855345911944,0.0,-7,3,-7일_3시
-2.815094339622641,0.0,-7,4,-7일_4시
-3.0855345911949685,0.0,-7,5,-7일_5시
-3.297169811320756,0.0,-7,6,-7일_6시
-3.4996855345911957,0.0,-7,7,-7일_7시
-3.480503144654088,0.0,-7,8,-7일_8시
-2.7216981132075473,0.0,-7,9,-7일_9시
-1.7713836477987417,0.0,-7,10,-7일_10시
-0.6952830188679249,0.0,-7,11,-7일_11시
0.31540880503144664,0.003144654088050314,-7,12,-7일_12시
1.0842767295597484,0.006289308176100628,-7,13,-7일_13시
1.5899371069182384,0.006289308176100628,-7,14,-7일_14시
1.6930817610062896,0.006289308176100628,-7,15,-7일_15시
1.4716981132075477,0.015723270440251572,-7,16,-7일_16시
0.7855345911949687,0.003144654088050314,-7,17,-7일_17시
0.10471698113207564,0.009433962264150943,-7,18,-7일_18시
-0.38050314465408797,0.012578616352201257,-7,19,-7일_19시
-0.7965408805031445,0.009433962264150943,-7,20,-7일_20시
-1.2383647798742143,0.003144654088050314,-7,21,-7일_21시
-1.6166666666666674,0.003144654088050314,-7,22,-7일_22시
-1.9515723270440253,0.003144654088050314,-7,23,-7일_23시
-2.1676100628930817,0.0,-6,0,-6일_0시
-2.434905660377358,0.022012578616352203,-6,1,-6일_1시
-2.688679245283018,0.015723270440251572,-6,2,-6일_2시
-2.8716981132075476,0.009433962264150943,-6,3,-6일_3시
-3.2100628930817607,0.0,-6,4,-6일_4시
-3.448427672955976,0.0,-6,5,-6일_5시
-3.727044025157234,0.0,-6,6,-6일_6시
-3.9698113207547174,0.0,-6,7,-6일_7시
-4.06069182389937,0.0,-6,8,-6일_8시
-3.3547169811320763,0.0,-6,9,-6일_9시
-2.422327044025157,0.0,-6,10,-6일_10시
-1.3185534591194972,0.0,-6,11,-6일_11시
-0.350314465408805,0.0,-6,12,-6일_12시
0.4654088050314468,0.0,-6,13,-6일_13시
0.983647798742139,0.012578616352201257,-6,14,-6일_14시
1.2059748427672956,0.03773584905660377,-6,15,-6일_15시
1.039622641509434,0.14779874213836475,-6,16,-6일_16시
0.4424528301886793,0.1383647798742138,-6,17,-6일_17시
-0.16289308176100628,0.0660377358490566,-6,18,-6일_18시
-0.5855345911949684,0.022012578616352203,-6,19,-6일_19시
-0.9789308176100635,0.003144654088050314,-6,20,-6일_20시
-1.297798742138365,0.0,-6,21,-6일_21시
-1.6138364779874217,0.0,-6,22,-6일_22시
-1.961949685534591,0.0,-6,23,-6일_23시
-2.312578616352202,0.0,-5,0,-5일_0시
-2.563207547169811,0.022012578616352203,-5,1,-5일_1시
-2.847169811320754,0.015723270440251572,-5,2,-5일_2시
-3.0257861635220116,0.009433962264150943,-5,3,-5일_3시
-3.344025157232704,0.0,-5,4,-5일_4시
-3.6166666666666685,0.0,-5,5,-5일_5시
-3.8559748427672957,0.015723270440251572,-5,6,-5일_6시
-4.121069182389937,0.031446540880503145,-5,7,-5일_7시
-4.153459119496857,0.04716981132075472,-5,8,-5일_8시
-3.456603773584906,0.05345911949685535,-5,9,-5일_9시
-2.4707547169811317,0.059748427672955975,-5,10,-5일_10시
-1.3606918238993706,0.05031446540880503,-5,11,-5일_11시
-0.338364779874214,0.009433962264150943,-5,12,-5일_12시
0.5106918238993712,0.009433962264150943,-5,13,-5일_13시
1.1128930817610065,0.0,-5,14,-5일_14시
1.3600628930817606,0.0,-5,15,-5일_15시
1.2314465408805033,0.0,-5,16,-5일_16시
